uri,check_full_titles_for_volume_info?,check_copyright_ocr_for_edition_info?,check_fm_and_marc_titles_for_differences? 
https://hdl.handle.net/2027/heb.06719.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.06722.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06731,N,N,YES
https://hdl.handle.net/2027/heb.06731.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.06731.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.06733.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06737.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06739.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06747.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06750.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06751.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06757.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.06767.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06782.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06789.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06800.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06801.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06806.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06817.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.06823.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.06827.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06830.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.06836.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06839.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.06840.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06842.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06843.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06845.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06846.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.06847.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06848.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06852,N,N,YES
https://hdl.handle.net/2027/heb.06852.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.06852.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.06852.0003.001,YES,N,YES
https://hdl.handle.net/2027/heb.06852.0004.001,YES,N,YES
https://hdl.handle.net/2027/heb.06852.0005.001,YES,N,YES
https://hdl.handle.net/2027/heb.06859.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06860.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06861.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06862.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06863.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06864.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06865.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06866.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06867.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06868.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06869.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06870.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06880.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06881.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06882.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06883.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06884.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06885.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06886.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06887.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06888.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06889.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06890.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06891,N,N,YES
https://hdl.handle.net/2027/heb.06891.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.06891.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.06894.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06895.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06896.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06897.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06898.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06899.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06900.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06921.0001.001,N,N,N
https://hdl.handle.net/2027/heb.06929.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07043.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07069.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07077.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07083.0003.001,N,N,YES
https://hdl.handle.net/2027/heb.07109.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07116.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07118.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07204.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07206.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07208.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07332.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07337,N,N,YES
https://hdl.handle.net/2027/heb.07337.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07337.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.07342.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07346.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07347.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07350.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07372.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07376.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07383.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07385.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07389.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07394.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07398.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07399.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07400.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07401.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07411.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07449.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07489.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07490.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07491.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07492.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07493.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07494,N,N,YES
https://hdl.handle.net/2027/heb.07494.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07494.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.07495.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07496.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07497.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07498,N,N,YES
https://hdl.handle.net/2027/heb.07498.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07498.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.07503.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07504.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07506.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07507.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07508.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07509.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07510.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07539.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07540.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07541.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07542.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07543.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07544.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07545.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07546.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07547.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07551.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07552.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07553.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07554.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07555.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07556.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07557.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07558.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07559.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07560.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07561.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07562.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07563.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07564.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07565.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07566.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07567.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07568.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07569.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07570.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07571.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07572.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07573.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07574.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07575.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07576.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07577.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07578.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07579.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07580.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07581.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07582.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07583.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07584.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07585.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07586.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07587.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07588.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07589.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07591.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07592.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07593,N,N,YES
https://hdl.handle.net/2027/heb.07593.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07593.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.07594.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07595.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07596.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07597.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07598.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07599.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07600.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07601.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07602.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07603.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07604.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07605.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07606.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07607.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07608.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07609.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07610.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07611.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07612.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07613.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07614.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07615.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07616.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07617.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07618.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07619.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07620.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07621.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07622.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07623.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07624.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07625.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07626.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07627.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07628.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07629.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07630.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07631.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07632.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07633.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07635.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07636.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07637.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07638.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07639.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07640.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07641.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07642.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07643.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07644.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07645.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07646.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07647.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07648.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07649.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07650.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07651.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07652.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07653.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07654.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07655.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07656.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07657.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07658.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07659.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07660.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07661.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07662.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07663.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07664.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07665.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07666.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07667.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07669.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07670.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07671.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07672.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07673.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07674.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07675.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07676.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07677.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07678.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07679.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07680.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07681.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07682.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07683.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07684.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07685.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07686.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07687.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07688.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07689.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07690.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07691.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07692.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07693.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07694.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07695.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07700.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07703.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07704.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07705.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07706.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07707.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07708.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07709.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07710.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07711.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07712.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07713.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07714.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07715.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07716.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07717.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07718.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07719.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07720.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07721.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07722.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07724.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07725.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07726.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07727.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07728.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07729.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07730.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07731.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07732.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07733.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07734.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07735.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07736.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07737.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07738.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07739.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07740.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07741.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07742.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07743.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07744.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07745.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07746.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07748.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07749.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07750.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07751.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07752.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07753.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07754.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07755.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07756.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07757.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07759.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07760.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07761.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07762.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07763.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07764.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07765.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07766.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07767.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07769.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07770.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07771.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07772.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07773.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07774.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07775.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07776.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07777.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07778.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07779.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07780.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07781.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07782.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07783.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07784.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07785.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07786.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07787.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07790.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07791.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07795.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07797.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07798.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07799.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07800.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07801.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07802.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07803.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07807.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07812.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07813.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07816.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07817.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07818.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07820.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07821.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07822.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07824.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07828.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07830.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07833.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07834.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07836.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07839.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07841,N,N,YES
https://hdl.handle.net/2027/heb.07841.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07841.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.07841.0006.001,YES,N,YES
https://hdl.handle.net/2027/heb.07844.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07846.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07849.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07855.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07856.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07858.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07864.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07866.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07867.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07869.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07870.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07873.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07874.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07875.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07880.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07883.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07889.0001.001,N,YES -- CHECK FIRST,YES
https://hdl.handle.net/2027/heb.07898.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07899.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07907.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07915.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07918.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07919.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07921.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07927,N,N,YES
https://hdl.handle.net/2027/heb.07927.0001.001,YES,N,YES
https://hdl.handle.net/2027/heb.07927.0002.001,YES,N,YES
https://hdl.handle.net/2027/heb.07927.0003.001,YES,N,YES
https://hdl.handle.net/2027/heb.07927.0004.001,YES,N,YES
https://hdl.handle.net/2027/heb.07929.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07931.0001.001,N,N,YES
https://hdl.handle.net/2027/heb.07932.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07933.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07937.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07939.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07940.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07942.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07943.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07944.0001.001,N,YES -- CHECK FIRST,N
https://hdl.handle.net/2027/heb.07947.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07948.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07949.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07950.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07951.0001.001,N,N,N
https://hdl.handle.net/2027/heb.07952.0001.001,N,N,N
